Symbol,Todays_Date,Holder,Shares,Date_Reported,Percent_Out,Value
JBHT,12/23/20,"American Century Companies, Inc.",1908639,"Sep 29, 2020",1.81,241213796
JBHT,12/23/20,Victory Capital Management Inc.,1597156,"Sep 29, 2020",1.51,201848575
JBHT,12/23/20,Durable Capital Partners LP,1431787,"Sep 29, 2020",1.35,180949241
SJM,12/23/20,"Vanguard Group, Inc. (The)",12620305,"Sep 29, 2020",11.06,1457897633
SJM,12/23/20,Blackrock Inc.,9532858,"Sep 29, 2020",8.36,1101235756
SJM,12/23/20,State Street Corporation,7576335,"Sep 29, 2020",6.64,875218219
SJM,12/23/20,Lsv Asset Management,4066387,"Sep 29, 2020",3.56,469749026
SJM,12/23/20,Massachusetts Financial Services Co.,3485020,"Sep 29, 2020",3.05,402589510
SJM,12/23/20,Wells Fargo & Company,1989729,"Sep 29, 2020",1.74,229853494
SJM,12/23/20,"Champlain Investment Partners, LLC",1988985,"Sep 29, 2020",1.74,229767547
SJM,12/23/20,Stifel Financial Corporation,1927495,"Sep 29, 2020",1.69,222664222
SJM,12/23/20,"Geode Capital Management, LLC",1860680,"Sep 29, 2020",1.63,214945753
SJM,12/23/20,Dimensional Fund Advisors LP,1740818,"Sep 29, 2020",1.53,201099295
JNJ,12/23/20,"Vanguard Group, Inc. (The)",228984610,"Sep 29, 2020",8.7,34091228736
JNJ,12/23/20,Blackrock Inc.,193748779,"Sep 29, 2020",7.36,28845318217
JNJ,12/23/20,State Street Corporation,149722339,"Sep 29, 2020",5.69,22290661830
JNJ,12/23/20,"Geode Capital Management, LLC",39542824,"Sep 29, 2020",1.5,5887135637
JNJ,12/23/20,State Farm Mutual Automobile Insurance Co,34574792,"Sep 29, 2020",1.31,5147495032
JNJ,12/23/20,Bank of America Corporation,34527135,"Sep 29, 2020",1.31,5140399858
JNJ,12/23/20,"Wellington Management Company, LLP",33772523,"Sep 29, 2020",1.28,5028053224
JNJ,12/23/20,Northern Trust Corporation,33686005,"Sep 29, 2020",1.28,5015172424
JNJ,12/23/20,Bank Of New York Mellon Corporation,30330031,"Sep 29, 2020",1.15,4515535015
JNJ,12/23/20,Massachusetts Financial Services Co.,29449490,"Sep 29, 2020",1.12,4384440071
JCI,12/23/20,Dodge & Cox Inc,88580977,"Sep 29, 2020",12.24,3618532910
JCI,12/23/20,"Vanguard Group, Inc. (The)",61221367,"Sep 29, 2020",8.46,2500892841
JCI,12/23/20,Blackrock Inc.,52555823,"Sep 29, 2020",7.26,2146905369
JCI,12/23/20,State Street Corporation,33690977,"Sep 29, 2020",4.65,1376276410
JCI,12/23/20,Massachusetts Financial Services Co.,23988981,"Sep 29, 2020",3.31,979949873
JCI,12/23/20,Capital International Investors,19499291,"Sep 29, 2020",2.69,796546037
JCI,12/23/20,Invesco Ltd.,18216312,"Sep 29, 2020",2.52,744136345
JCI,12/23/20,"Franklin Resources, Inc.",17975475,"Sep 29, 2020",2.48,734298153
JCI,12/23/20,Price (T.Rowe) Associates Inc,17664903,"Sep 29, 2020",2.44,721611287
JCI,12/23/20,"Aristotle Capital Management, LLC",17147151,"Sep 29, 2020",2.37,700461118
JPM,12/23/20,"Vanguard Group, Inc. (The)",242564327,"Sep 29, 2020",7.96,23351667760
JPM,12/23/20,Blackrock Inc.,194072559,"Sep 29, 2020",6.37,18683365254
JPM,12/23/20,State Street Corporation,135133642,"Sep 29, 2020",4.43,13009315715
JPM,12/23/20,Capital World Investors,74769070,"Sep 29, 2020",2.45,7198018368
JPM,12/23/20,Bank of America Corporation,58418817,"Sep 29, 2020",1.92,5623979512
JPM,12/23/20,"Wellington Management Company, LLP",56346977,"Sep 29, 2020",1.85,5424523475
JPM,12/23/20,"Geode Capital Management, LLC",43914174,"Sep 29, 2020",1.44,4227617530
JPM,12/23/20,Northern Trust Corporation,42442290,"Sep 29, 2020",1.39,4085919258
JPM,12/23/20,Morgan Stanley,37162754,"Sep 29, 2020",1.22,3577658327
JPM,12/23/20,"FMR, LLC",36766535,"Sep 29, 2020",1.21,3539514324
JNPR,12/23/20,Dodge & Cox Inc,47857869,"Sep 29, 2020",14.51,1028944183
JNPR,12/23/20,"Vanguard Group, Inc. (The)",37623137,"Sep 29, 2020",11.41,808897445
JNPR,12/23/20,Blackrock Inc.,28276129,"Sep 29, 2020",8.58,607936773
JNPR,12/23/20,State Street Corporation,15078333,"Sep 29, 2020",4.57,324184159
JNPR,12/23/20,First Trust Advisors LP,9236966,"Sep 29, 2020",2.8,198594769
JNPR,12/23/20,"Goldman Sachs Group, Inc.",8236838,"Sep 29, 2020",2.5,177092017
JNPR,12/23/20,FIL LTD,7183668,"Sep 29, 2020",2.18,154448862
JNPR,12/23/20,Invesco Ltd.,6686919,"Sep 29, 2020",2.03,143768758
JNPR,12/23/20,Acadian Asset Management,6686224,"Sep 29, 2020",2.03,143753816
JNPR,12/23/20,Lsv Asset Management,6633049,"Sep 29, 2020",2.01,142610553
KSU,12/23/20,"Vanguard Group, Inc. (The)",10124604,"Sep 29, 2020",10.82,1830832141
KSU,12/23/20,Blackrock Inc.,7254112,"Sep 29, 2020",7.75,1311761072
KSU,12/23/20,Massachusetts Financial Services Co.,6863388,"Sep 29, 2020",7.33,1241106452
KSU,12/23/20,State Street Corporation,4277054,"Sep 29, 2020",4.57,773419674
KSU,12/23/20,Parnassus Investments /ca,2317140,"Sep 29, 2020",2.48,419008426
KSU,12/23/20,Nuveen Asset Management,2226180,"Sep 29, 2020",2.38,402560129
KSU,12/23/20,Boston Partners,1588145,"Sep 29, 2020",1.7,287184260
KSU,12/23/20,"Geode Capital Management, LLC",1528767,"Sep 29, 2020",1.63,276446936
KSU,12/23/20,Wells Fargo & Company,1401964,"Sep 29, 2020",1.5,253517150
KSU,12/23/20,Dimensional Fund Advisors LP,1277643,"Sep 29, 2020",1.36,231036183
K,12/23/20,Kellogg W K Foundation Trust,60965171,"Sep 29, 2020",17.74,3937740394
K,12/23/20,"Vanguard Group, Inc. (The)",28835713,"Sep 29, 2020",8.39,1862498702
K,12/23/20,Keybank National Association,23603784,"Sep 29, 2020",6.87,1524568408
K,12/23/20,Blackrock Inc.,23257472,"Sep 29, 2020",6.77,1502200116
K,12/23/20,Capital World Investors,15849274,"Sep 29, 2020",4.61,1023704607
K,12/23/20,"Wellington Management Company, LLP",15044496,"Sep 29, 2020",4.38,971723996
K,12/23/20,State Street Corporation,13009060,"Sep 29, 2020",3.78,840255185
K,12/23/20,"Franklin Resources, Inc.",6150508,"Sep 29, 2020",1.79,397261311
K,12/23/20,Invesco Ltd.,4097182,"Sep 29, 2020",1.19,264636985
K,12/23/20,"Geode Capital Management, LLC",4010487,"Sep 29, 2020",1.17,259037355
KEY,12/23/20,"Vanguard Group, Inc. (The)",109818185,"Sep 29, 2020",11.25,1310130947
KEY,12/23/20,Blackrock Inc.,84568704,"Sep 29, 2020",8.66,1008904638
KEY,12/23/20,Capital International Investors,61892010,"Sep 29, 2020",6.34,738371679
KEY,12/23/20,State Street Corporation,49356975,"Sep 29, 2020",5.05,588828711
KEY,12/23/20,Capital World Investors,45710423,"Sep 29, 2020",4.68,545325346
KEY,12/23/20,JP Morgan Chase & Company,31649276,"Sep 29, 2020",3.24,377575862
KEY,12/23/20,Boston Partners,25842837,"Sep 29, 2020",2.65,308305045
KEY,12/23/20,"Geode Capital Management, LLC",16343801,"Sep 29, 2020",1.67,194981545
KEY,12/23/20,Invesco Ltd.,15070267,"Sep 29, 2020",1.54,179788285
KEY,12/23/20,"FMR, LLC",13738171,"Sep 29, 2020",1.41,163896380
KEYS,12/23/20,"Vanguard Group, Inc. (The)",20862570,"Sep 29, 2020",11.21,2060804664
KEYS,12/23/20,Blackrock Inc.,19837642,"Sep 29, 2020",10.66,1959562276
KEYS,12/23/20,Price (T.Rowe) Associates Inc,11051437,"Sep 29, 2020",5.94,1091660946
KEYS,12/23/20,State Street Corporation,8200534,"Sep 29, 2020",4.41,810048748
KEYS,12/23/20,JP Morgan Chase & Company,4818531,"Sep 29, 2020",2.59,475974492
KEYS,12/23/20,Mackenzie Financial Corporation,3962128,"Sep 29, 2020",2.13,391379003
KEYS,12/23/20,Swedbank,3442490,"Sep 29, 2020",1.85,340049162
KEYS,12/23/20,"Geode Capital Management, LLC",3068196,"Sep 29, 2020",1.65,303076400
KEYS,12/23/20,"Neuberger Berman Group, LLC",2939040,"Sep 29, 2020",1.58,290318371
KEYS,12/23/20,Ninety One UK Ltd,2862519,"Sep 29, 2020",1.54,282759626
KMB,12/23/20,"Vanguard Group, Inc. (The)",28333949,"Sep 29, 2020",8.33,4183790909
KMB,12/23/20,Blackrock Inc.,23910933,"Sep 29, 2020",7.03,3530688366
KMB,12/23/20,State Street Corporation,17387396,"Sep 29, 2020",5.11,2567422893
KMB,12/23/20,Massachusetts Financial Services Co.,7098362,"Sep 29, 2020",2.09,1048144132
KMB,12/23/20,"Ameriprise Financial, Inc.",5756752,"Sep 29, 2020",1.69,850042000
KMB,12/23/20,Price (T.Rowe) Associates Inc,5696025,"Sep 29, 2020",1.67,841075051
KMB,12/23/20,Bank of America Corporation,5620552,"Sep 29, 2020",1.65,829930708
KMB,12/23/20,"Geode Capital Management, LLC",5521530,"Sep 29, 2020",1.62,815309119
KMB,12/23/20,"Charles Schwab Investment Management, Inc.",4535828,"Sep 29, 2020",1.33,669760362
KMB,12/23/20,Invesco Ltd.,4534818,"Sep 29, 2020",1.33,669611225
KIM,12/23/20,"Vanguard Group, Inc. (The)",65238286,"Sep 29, 2020",15.08,734583100
KIM,12/23/20,Blackrock Inc.,37420281,"Sep 29, 2020",8.65,421352364
KIM,12/23/20,Apg Asset Management  Us Inc.,22132000,"Sep 29, 2020",5.12,249206320
KIM,12/23/20,State Street Corporation,21359088,"Sep 29, 2020",4.94,240503330
KIM,12/23/20,JP Morgan Chase & Company,19823848,"Sep 29, 2020",4.58,223216528
KIM,12/23/20,Capital Research Global Investors,13264626,"Sep 29, 2020",3.07,149359688
KIM,12/23/20,Cohen & Steers Inc.,12165822,"Sep 29, 2020",2.81,136987155
KIM,12/23/20,Invesco Ltd.,10956740,"Sep 29, 2020",2.53,123372892
KIM,12/23/20,"FMR, LLC",10015799,"Sep 29, 2020",2.32,112777896
KIM,12/23/20,Bank Of New York Mellon Corporation,9517216,"Sep 29, 2020",2.2,107163852
KMI,12/23/20,"Vanguard Group, Inc. (The)",169002786,"Sep 29, 2020",7.47,2083804351
KMI,12/23/20,Blackrock Inc.,151634108,"Sep 29, 2020",6.7,1869648551
KMI,12/23/20,State Street Corporation,109881696,"Sep 29, 2020",4.85,1354841311
KMI,12/23/20,Bank of America Corporation,63261057,"Sep 29, 2020",2.79,780008832
KMI,12/23/20,"ClearBridge Investments, LLC",31812329,"Sep 29, 2020",1.41,392246016
KMI,12/23/20,"Geode Capital Management, LLC",29448542,"Sep 29, 2020",1.3,363100522
KMI,12/23/20,JP Morgan Chase & Company,26880861,"Sep 29, 2020",1.19,331441016
KMI,12/23/20,"Wellington Management Company, LLP",24668748,"Sep 29, 2020",1.09,304165662
KMI,12/23/20,"Charles Schwab Investment Management, Inc.",23536846,"Sep 29, 2020",1.04,290209311
KMI,12/23/20,Northern Trust Corporation,22788289,"Sep 29, 2020",1.01,280979603
KLAC,12/23/20,"Vanguard Group, Inc. (The)",19142661,"Sep 29, 2020",12.39,3708699142
KLAC,12/23/20,Blackrock Inc.,12141472,"Sep 29, 2020",7.86,2352288785
KLAC,12/23/20,Primecap Management Company,9626489,"Sep 29, 2020",6.23,1865035978
KLAC,12/23/20,Capital International Investors,9150317,"Sep 29, 2020",5.92,1772782415
KLAC,12/23/20,"Wellington Management Company, LLP",7126702,"Sep 29, 2020",4.61,1380727245
KLAC,12/23/20,State Street Corporation,6607871,"Sep 29, 2020",4.28,1280208927
KLAC,12/23/20,Janus Henderson Group PLC,3617309,"Sep 29, 2020",2.34,700817445
KLAC,12/23/20,"FMR, LLC",3518437,"Sep 29, 2020",2.28,681661984
KLAC,12/23/20,"Ameriprise Financial, Inc.",2758001,"Sep 29, 2020",1.79,534335113
KLAC,12/23/20,"Geode Capital Management, LLC",2631933,"Sep 29, 2020",1.7,509910699
KHC,12/23/20,"Berkshire Hathaway, Inc",325634818,"Sep 29, 2020",26.63,9752762799
KHC,12/23/20,"Vanguard Group, Inc. (The)",55658539,"Sep 29, 2020",4.55,1666973243
KHC,12/23/20,Blackrock Inc.,43861493,"Sep 29, 2020",3.59,1313651715
KHC,12/23/20,State Street Corporation,30884425,"Sep 29, 2020",2.53,924988528
KHC,12/23/20,"Franklin Resources, Inc.",19239362,"Sep 29, 2020",1.57,576218891
KHC,12/23/20,Invesco Ltd.,15585446,"Sep 29, 2020",1.27,466784107
KHC,12/23/20,"Geode Capital Management, LLC",10308984,"Sep 29, 2020",0.84,308754070
KHC,12/23/20,Northern Trust Corporation,7962995,"Sep 29, 2020",0.65,238491700
KHC,12/23/20,Capital International Investors,7376525,"Sep 29, 2020",0.6,220926923
KHC,12/23/20,Norges Bank Investment Management,7311290,"Dec 30, 2019",0.6,234911747
KR,12/23/20,"Vanguard Group, Inc. (The)",61905669,"Sep 29, 2020",8.13,2099221235
KR,12/23/20,Blackrock Inc.,61850122,"Sep 29, 2020",8.12,2097337637
KR,12/23/20,State Street Corporation,41650602,"Sep 29, 2020",5.47,1412371913
KR,12/23/20,"FMR, LLC",29201825,"Sep 29, 2020",3.84,990233885
KR,12/23/20,"Renaissance Technologies, LLC",29128088,"Sep 29, 2020",3.83,987733464
KR,12/23/20,"Berkshire Hathaway, Inc",24978439,"Sep 29, 2020",3.28,847018866
KR,12/23/20,"Goldman Sachs Group, Inc.",18765295,"Sep 29, 2020",2.46,636331153
KR,12/23/20,"Franklin Resources, Inc.",18309757,"Sep 29, 2020",2.4,620883859
KR,12/23/20,Lsv Asset Management,17508453,"Sep 29, 2020",2.3,593711641
KR,12/23/20,"Geode Capital Management, LLC",13245659,"Sep 29, 2020",1.74,449160296
LB,12/23/20,"Lone Pine Capital, LLC",26265094,"Sep 29, 2020",9.44,835492640
LB,12/23/20,Melvin Capital Management LP,24169621,"Sep 29, 2020",8.69,768835644
LB,12/23/20,"Vanguard Group, Inc. (The)",23146124,"Sep 29, 2020",8.32,736278204
LB,12/23/20,Egerton Capital Limited Partnership,14543036,"Sep 29, 2020",5.23,462613975
LB,12/23/20,Blackrock Inc.,14098313,"Sep 29, 2020",5.07,448467336
LB,12/23/20,Primecap Management Company,11869294,"Sep 29, 2020",4.27,377562242
LB,12/23/20,State Street Corporation,8876883,"Sep 29, 2020",3.19,282373648
LB,12/23/20,"Coatue Management, LLC",6743189,"Sep 29, 2020",2.42,214500842
LB,12/23/20,"Shaw D.E. & Co., Inc.",4741892,"Sep 29, 2020",1.71,150839584
LB,12/23/20,Candlestick Capital Management LP,4192017,"Sep 29, 2020",1.51,133348060
LHX,12/23/20,"Vanguard Group, Inc. (The)",17943178,"Sep 29, 2020",8.54,3047469351
LHX,12/23/20,Blackrock Inc.,16948017,"Sep 29, 2020",8.07,2878451207
LHX,12/23/20,State Street Corporation,9183678,"Sep 29, 2020",4.37,1559755871
LHX,12/23/20,Janus Henderson Group PLC,6597192,"Sep 29, 2020",3.14,1120467089
LHX,12/23/20,Capital International Investors,6039388,"Sep 29, 2020",2.87,1025729657
LHX,12/23/20,Price (T.Rowe) Associates Inc,5489908,"Sep 29, 2020",2.61,932405974
LHX,12/23/20,Wells Fargo & Company,5484453,"Sep 29, 2020",2.61,931479497
LHX,12/23/20,Capital Research Global Investors,5020435,"Sep 29, 2020",2.39,852670680
LHX,12/23/20,Capital World Investors,3707885,"Sep 29, 2020",1.76,629747188
LHX,12/23/20,"ClearBridge Investments, LLC",3617571,"Sep 29, 2020",1.72,614408258
LH,12/23/20,"Vanguard Group, Inc. (The)",10527312,"Sep 29, 2020",10.81,1981977030
LH,12/23/20,Blackrock Inc.,7833302,"Sep 29, 2020",8.04,1474775767
LH,12/23/20,State Street Corporation,4160749,"Sep 29, 2020",4.27,783344214
LH,12/23/20,"Franklin Resources, Inc.",2605051,"Sep 29, 2020",2.67,490452951
LH,12/23/20,"Wellington Management Company, LLP",2485223,"Sep 29, 2020",2.55,467892934
LH,12/23/20,Nordea Investment Management Ab,1768653,"Sep 29, 2020",1.82,332984300
LH,12/23/20,"FMR, LLC",1674422,"Sep 29, 2020",1.72,315243429
LH,12/23/20,Melvin Capital Management LP,1628006,"Sep 29, 2020",1.67,306504689
LH,12/23/20,"Geode Capital Management, LLC",1553371,"Sep 29, 2020",1.59,292453158
LH,12/23/20,Bank of America Corporation,1536018,"Sep 29, 2020",1.58,289186108
LRCX,12/23/20,"Vanguard Group, Inc. (The)",11888993,"Sep 29, 2020",8.26,3944173427
LRCX,12/23/20,Blackrock Inc.,11334893,"Sep 29, 2020",7.87,3760350752
LRCX,12/23/20,"FMR, LLC",7790422,"Sep 29, 2020",5.41,2584472498
LRCX,12/23/20,State Street Corporation,6304137,"Sep 29, 2020",4.38,2091397449
LRCX,12/23/20,"Ameriprise Financial, Inc.",6050253,"Sep 29, 2020",4.2,2007171432
LRCX,12/23/20,Janus Henderson Group PLC,4949656,"Sep 29, 2020",3.44,1642048378
LRCX,12/23/20,JP Morgan Chase & Company,4440062,"Sep 29, 2020",3.08,1472990568
LRCX,12/23/20,Price (T.Rowe) Associates Inc,3235315,"Sep 29, 2020",2.25,1073315751
LRCX,12/23/20,"Geode Capital Management, LLC",2208103,"Sep 29, 2020",1.53,732538170
LRCX,12/23/20,Northern Trust Corporation,1808701,"Sep 29, 2020",1.26,600036556
LW,12/23/20,Capital Research Global Investors,16574294,"Sep 29, 2020",11.33,1098378463
LW,12/23/20,"Vanguard Group, Inc. (The)",15737524,"Sep 29, 2020",10.75,1042925715
LW,12/23/20,Blackrock Inc.,11240142,"Sep 29, 2020",7.68,744884210
LW,12/23/20,State Street Corporation,6386870,"Sep 29, 2020",4.36,423257874
LW,12/23/20,APG Asset Management N.V.,4379504,"Sep 29, 2020",2.99,290229730
LW,12/23/20,Capital International Investors,4264640,"Sep 29, 2020",2.91,282617692
LW,12/23/20,"Wellington Management Company, LLP",3935632,"Sep 29, 2020",2.69,260814332
LW,12/23/20,"Champlain Investment Partners, LLC",2988172,"Sep 29, 2020",2.04,198026158
LW,12/23/20,Macquarie Group Limited,2602134,"Sep 29, 2020",1.78,172443420
LW,12/23/20,"London Company of Virginia, (The)",2505267,"Sep 29, 2020",1.71,166024044
LVS,12/23/20,"Vanguard Group, Inc. (The)",26472199,"Sep 29, 2020",3.47,1235192805
LVS,12/23/20,Blackrock Inc.,18933142,"Sep 29, 2020",2.48,883420405
LVS,12/23/20,Price (T.Rowe) Associates Inc,15557056,"Sep 29, 2020",2.04,725892232
LVS,12/23/20,State Street Corporation,14382737,"Sep 29, 2020",1.88,671098508
LVS,12/23/20,Melvin Capital Management LP,10018494,"Sep 29, 2020",1.31,467462930
LVS,12/23/20,"Viking Global Investors, L.P.",8589312,"Sep 29, 2020",1.12,400777297
LVS,12/23/20,"D1 Capital Partners, LP",8234579,"Sep 29, 2020",1.08,384225456
LVS,12/23/20,JP Morgan Chase & Company,8154615,"Sep 29, 2020",1.07,380494335
LVS,12/23/20,Capital World Investors,6110903,"Sep 29, 2020",0.8,285134733
LVS,12/23/20,"Wellington Management Company, LLP",5859944,"Sep 29, 2020",0.77,273424987
LEG,12/23/20,"Vanguard Group, Inc. (The)",14014461,"Sep 29, 2020",10.58,576975359
LEG,12/23/20,State Street Corporation,12698690,"Sep 29, 2020",9.58,522805067
LEG,12/23/20,Blackrock Inc.,10437164,"Sep 29, 2020",7.88,429698041
LEG,12/23/20,"Charles Schwab Investment Management, Inc.",4918431,"Sep 29, 2020",3.71,202491804
LEG,12/23/20,"ProShares Advisors, LLC",2618364,"Sep 29, 2020",1.98,107798045
LEG,12/23/20,"Geode Capital Management, LLC",2290132,"Sep 29, 2020",1.73,94284734
LEG,12/23/20,Prudential PLC,2285001,"Sep 29, 2020",1.72,94073491
LEG,12/23/20,Bank Of New York Mellon Corporation,2147731,"Sep 29, 2020",1.62,88422085
LEG,12/23/20,U.S. Bancorp (Minnesota),1961831,"Sep 29, 2020",1.48,80768582
LEG,12/23/20,"Epoch Investment Partners, Inc.",1743129,"Sep 29, 2020",1.32,71764620
LDOS,12/23/20,"Vanguard Group, Inc. (The)",14907014,"Sep 29, 2020",10.47,1328960298
LDOS,12/23/20,JP Morgan Chase & Company,11258342,"Sep 29, 2020",7.91,1003681189
LDOS,12/23/20,Blackrock Inc.,8863760,"Sep 29, 2020",6.23,790204204
LDOS,12/23/20,"Wellington Management Company, LLP",6784915,"Sep 29, 2020",4.77,604875172
LDOS,12/23/20,State Street Corporation,5645338,"Sep 29, 2020",3.97,503281882
LDOS,12/23/20,Victory Capital Management Inc.,2354099,"Sep 29, 2020",1.65,209867925
LDOS,12/23/20,Boston Partners,2272143,"Sep 29, 2020",1.6,202561548
LDOS,12/23/20,"Geode Capital Management, LLC",2135514,"Sep 29, 2020",1.5,190381073
LDOS,12/23/20,Dimensional Fund Advisors LP,1718717,"Sep 29, 2020",1.21,153223620
LDOS,12/23/20,Northern Trust Corporation,1496641,"Sep 29, 2020",1.05,133425545
LEN,12/23/20,"Vanguard Group, Inc. (The)",29001069,"Sep 29, 2020",10.54,2368807315
LEN,12/23/20,"FMR, LLC",23759684,"Sep 29, 2020",8.64,1940690989
LEN,12/23/20,Blackrock Inc.,23373699,"Sep 29, 2020",8.5,1909163734
LEN,12/23/20,State Street Corporation,13319296,"Sep 29, 2020",4.84,1087920097
LEN,12/23/20,"Aristotle Capital Management, LLC",12231549,"Sep 29, 2020",4.45,999072922
LEN,12/23/20,"Sanders Capital, Llc",10686499,"Sep 29, 2020",3.88,872873238
LEN,12/23/20,Manufacturers Life Insurance Co.,9648574,"Sep 29, 2020",3.51,788095524
LEN,12/23/20,"Greenhaven Associates, Inc.",7587525,"Sep 29, 2020",2.76,619749042
LEN,12/23/20,"Barrow, Hanley Mewhinney & Strauss, LLC",6099386,"Sep 29, 2020",2.22,498197848
LEN,12/23/20,Bank Of New York Mellon Corporation,5974563,"Sep 29, 2020",2.17,488002305
LLY,12/23/20,"Lilly Endowment, Inc",111132343,"Sep 29, 2020",11.62,16449809410
LLY,12/23/20,"Vanguard Group, Inc. (The)",69165364,"Sep 29, 2020",7.23,10237857179
LLY,12/23/20,Blackrock Inc.,60471639,"Sep 29, 2020",6.32,8951012004
LLY,12/23/20,Primecap Management Company,37975324,"Sep 29, 2020",3.97,5621107458
LLY,12/23/20,State Street Corporation,34935118,"Sep 29, 2020",3.65,5171096166
LLY,12/23/20,"FMR, LLC",29859044,"Sep 29, 2020",3.12,4419735692
LLY,12/23/20,"Wellington Management Company, LLP",25317842,"Sep 29, 2020",2.65,3747546972
LLY,12/23/20,JP Morgan Chase & Company,18842425,"Sep 29, 2020",1.97,2789055748
LLY,12/23/20,State Farm Mutual Automobile Insurance Co,18619725,"Sep 29, 2020",1.95,2756091694
LLY,12/23/20,Capital International Investors,16136691,"Sep 29, 2020",1.69,2388553001
LNC,12/23/20,"Vanguard Group, Inc. (The)",20396587,"Sep 29, 2020",10.55,639025070
LNC,12/23/20,Blackrock Inc.,15651115,"Sep 29, 2020",8.1,490349432
LNC,12/23/20,State Street Corporation,9189525,"Sep 29, 2020",4.75,287907818
LNC,12/23/20,"FMR, LLC",6714568,"Sep 29, 2020",3.47,210367415
LNC,12/23/20,Dodge & Cox Inc,5812057,"Sep 29, 2020",3.01,182091745
LNC,12/23/20,Lsv Asset Management,5396867,"Sep 29, 2020",2.79,169083843
LNC,12/23/20,Lyrical Asset Management LP,4701623,"Sep 29, 2020",2.43,147301848
LNC,12/23/20,JP Morgan Chase & Company,3197305,"Sep 29, 2020",1.65,100171565
LNC,12/23/20,"Geode Capital Management, LLC",3000897,"Sep 29, 2020",1.55,94018103
LNC,12/23/20,"Arrowstreet Capital, Limited Partnership",2806800,"Sep 29, 2020",1.45,87937044
LIN,12/23/20,"Vanguard Group, Inc. (The)",43285870,"Sep 29, 2020",8.25,10307664223
LIN,12/23/20,Blackrock Inc.,30492063,"Sep 29, 2020",5.81,7261074962
LIN,12/23/20,State Street Corporation,20976943,"Sep 29, 2020",4.0,4995239436
LIN,12/23/20,Price (T.Rowe) Associates Inc,14032082,"Sep 29, 2020",2.67,3341459686
LIN,12/23/20,Capital Research Global Investors,13853909,"Sep 29, 2020",2.64,3299031350
LIN,12/23/20,Norges Bank Investment Management,13664164,"Dec 30, 2019",2.6,2909100515
LIN,12/23/20,Massachusetts Financial Services Co.,13375775,"Sep 29, 2020",2.55,3185173300
LIN,12/23/20,Capital World Investors,12742950,"Sep 29, 2020",2.43,3034478683
LIN,12/23/20,"FMR, LLC",9701480,"Sep 29, 2020",1.85,2310213432
LIN,12/23/20,Bank Of New York Mellon Corporation,9260323,"Sep 29, 2020",1.76,2205160715
LYV,12/23/20,"Vanguard Group, Inc. (The)",15299728,"Sep 29, 2020",7.05,824349344
LYV,12/23/20,Public Investment Fund,12565167,"Sep 29, 2020",5.79,677011197
LYV,12/23/20,Canada Pension Plan Investment Board,10733180,"Sep 29, 2020",4.94,578303738
LYV,12/23/20,Blackrock Inc.,10460169,"Sep 29, 2020",4.82,563593905
LYV,12/23/20,"D1 Capital Partners, LP",9209064,"Sep 29, 2020",4.24,496184368
LYV,12/23/20,"Principal Financial Group, Inc.",7456181,"Sep 29, 2020",3.43,401739032
LYV,12/23/20,State Street Corporation,6527888,"Sep 29, 2020",3.01,351722605
LYV,12/23/20,"Akre Capital Management, LLC",5469400,"Sep 29, 2020",2.52,294691272
LYV,12/23/20,"Select Equity Group, Inc.",5095954,"Sep 29, 2020",2.35,274570001
LYV,12/23/20,Capital World Investors,3467533,"Sep 29, 2020",1.6,186830678
LKQ,12/23/20,"Vanguard Group, Inc. (The)",28541861,"Sep 29, 2020",9.38,791465805
LKQ,12/23/20,"ValueAct Holdings, L.P.",21547746,"Sep 29, 2020",7.08,597518996
LKQ,12/23/20,Blackrock Inc.,19438418,"Sep 29, 2020",6.39,539027331
LKQ,12/23/20,State Street Corporation,12250877,"Sep 29, 2020",4.03,339716819
LKQ,12/23/20,Boston Partners,10149326,"Sep 29, 2020",3.33,281440809
LKQ,12/23/20,Norges Bank Investment Management,8506344,"Dec 30, 2019",2.79,303676480
LKQ,12/23/20,"FMR, LLC",7459687,"Sep 29, 2020",2.45,206857120
LKQ,12/23/20,Nordea Investment Management Ab,7282200,"Sep 29, 2020",2.39,201935406
LKQ,12/23/20,Massachusetts Financial Services Co.,6502777,"Sep 29, 2020",2.14,180322006
LKQ,12/23/20,Ubs Asset Management Americas Inc,6142672,"Sep 29, 2020",2.02,170336294
LMT,12/23/20,State Street Corporation,42225887,"Sep 29, 2020",15.09,16184337969
LMT,12/23/20,"Vanguard Group, Inc. (The)",21967889,"Sep 29, 2020",7.85,8419852495
LMT,12/23/20,Blackrock Inc.,17216150,"Sep 29, 2020",6.15,6598605972
LMT,12/23/20,Capital World Investors,16779234,"Sep 29, 2020",6.0,6431144807
LMT,12/23/20,"Wellington Management Company, LLP",10699145,"Sep 29, 2020",3.82,4100768295
LMT,12/23/20,Bank of America Corporation,9119142,"Sep 29, 2020",3.26,3495184745
LMT,12/23/20,"Geode Capital Management, LLC",4078052,"Sep 29, 2020",1.46,1563035770
LMT,12/23/20,"Ameriprise Financial, Inc.",3224827,"Sep 29, 2020",1.15,1236011692
LMT,12/23/20,"FMR, LLC",3176585,"Sep 29, 2020",1.14,1217521498
LMT,12/23/20,Morgan Stanley,3110828,"Sep 29, 2020",1.11,1192318155
L,12/23/20,"Vanguard Group, Inc. (The)",25399398,"Sep 29, 2020",9.24,882629080
